"name","X2D_1.MaxLFQ.Intensity","X2D_2.MaxLFQ.Intensity","X2D_3.MaxLFQ.Intensity","X3D_1.MaxLFQ.Intensity","X3D_2.MaxLFQ.Intensity","X3D_3.MaxLFQ.Intensity","Protein","Protein.ID","Entry.Name","Gene","Protein.Length","Organism","Protein.Existence","Description","Protein.Probability","Top.Peptide.Probability","Combined.Total.Peptides","Combined.Spectral.Count","Combined.Unique.Spectral.Count","Combined.Total.Spectral.Count","X2D_1.Spectral.Count","X2D_2.Spectral.Count","X2D_3.Spectral.Count","X3D_1.Spectral.Count","X3D_2.Spectral.Count","X3D_3.Spectral.Count","X2D_1.Unique.Spectral.Count","X2D_2.Unique.Spectral.Count","X2D_3.Unique.Spectral.Count","X3D_1.Unique.Spectral.Count","X3D_2.Unique.Spectral.Count","X3D_3.Unique.Spectral.Count","X2D_1.Total.Spectral.Count","X2D_2.Total.Spectral.Count","X2D_3.Total.Spectral.Count","X3D_1.Total.Spectral.Count","X3D_2.Total.Spectral.Count","X3D_3.Total.Spectral.Count","X2D_1.Intensity","X2D_2.Intensity","X2D_3.Intensity","X3D_1.Intensity","X3D_2.Intensity","X3D_3.Intensity","Indistinguishable.Proteins","imputed","num_NAs","X2D_vs_X3D_CI.L","X2D_vs_X3D_CI.R","X2D_vs_X3D_diff","X2D_vs_X3D_p.adj","X2D_vs_X3D_p.val","significant","X2D_vs_X3D_significant"
"P52565",26.7707969271274,26.4835843680594,26.4566870120232,26.8316783372747,26.7380846810864,26.6484274757804,"sp|P52565|GDIR1_HUMAN","P52565","GDIR1_HUMAN","ARHGDIA",204,"Homo sapiens","1:Experimental evidence at protein level","Rho GDP-dissociation inhibitor 1",1,0.999,15,381,381,381,59,56,63,60,72,71,59,56,63,60,72,71,59,56,63,60,72,71,584178400,519023600,512485860,662576100,591631000,557216200,"",FALSE,0,-0.414488813209971,0.0764073552556467,-0.169040728977162,0.244690215083576,0.14829507855256,FALSE,FALSE
"P52594",23.5227648131329,23.4669016837006,23.7167089565587,23.5866266765486,23.7300582561692,24.1420531322761,"sp|P52594|AGFG1_HUMAN","P52594","AGFG1_HUMAN","AGFG1",562,"Homo sapiens","1:Experimental evidence at protein level","Arf-GAP domain and FG repeat-containing protein 1",1,0.999,5,53,45,53,8,9,12,9,8,7,7,8,9,7,7,7,8,9,12,9,8,7,40604452,37951668,48279360,41393864,46181664,60523910,"",FALSE,0,-0.60154849117235,0.0999734167711548,-0.250787537200598,0.228402249602583,0.135499819864226,FALSE,FALSE
"P52597",27.3108924335533,27.2991250275466,27.2253535076179,27.2849485896134,27.3736930618545,27.4286815891961,"sp|P52597|HNRPF_HUMAN","P52597","HNRPF_HUMAN","HNRNPF",415,"Homo sapiens","1:Experimental evidence at protein level","Heterogeneous nuclear ribonucleoprotein F",1,0.999,26,585,517,585,91,90,89,99,115,101,81,81,77,89,103,86,91,90,89,99,115,101,1310629900,1295945200,1223705900,1305806300,1366071800,1343189000,"",FALSE,0,-0.25235362478523,0.0843854434877688,-0.0839840906487304,0.392541471129165,0.278353425956096,FALSE,FALSE
"P52630",22.5186058560348,22.393810573029,22.2509065785033,22.7424771063125,23.064727965495,23.0137508295467,"sp|P52630|STAT2_HUMAN","P52630","STAT2_HUMAN","STAT2",851,"Homo sapiens","1:Experimental evidence at protein level","Signal transducer and activator of transcription 2",1,0.999,7,24,24,24,1,1,2,7,5,8,1,1,2,7,5,8,1,1,2,7,5,8,6291494,7673054,8965006,17785004,21952474,84383830,"",FALSE,0,-0.816475343434234,-0.288613252423886,-0.55254429792906,0.0101653707771314,0.00156582183453632,FALSE,FALSE
"P52701",23.2347383620321,23.1985300215052,23.5205311622645,23.2348652212359,23.2403386141716,23.2796962958769,"sp|P52701|MSH6_HUMAN","P52701","MSH6_HUMAN","MSH6",1360,"Homo sapiens","1:Experimental evidence at protein level","DNA mismatch repair protein Msh6",1,0.999,33,176,176,176,28,26,31,33,27,31,28,26,31,33,27,31,28,26,31,33,27,31,100597920,85962270,143786100,97981976,97398540,85180050,"",FALSE,0,-0.164160725115053,0.296760334793305,0.0662998048391259,0.630845209291756,0.520086126744349,FALSE,FALSE
"P52732",22.821288380879,22.3968297353222,22.8416356538181,22.4288194175867,21.9622233474421,22.5341057395255,"sp|P52732|KIF11_HUMAN","P52732","KIF11_HUMAN","KIF11",1056,"Homo sapiens","1:Experimental evidence at protein level","Kinesin-like protein KIF11",1,0.999,8,26,26,26,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,12822272,8894935,12174464,15319801,15560614,17283200,"",FALSE,0,-0.0454443803305605,0.801847890640519,0.378201755154979,0.142208958813701,0.0728879069165098,FALSE,FALSE
"P52735",21.9982083766107,21.8855234175097,22.1157255389956,21.9993408119086,22.3239676051139,21.9801367180246,"sp|P52735|VAV2_HUMAN","P52735","VAV2_HUMAN","VAV2",878,"Homo sapiens","1:Experimental evidence at protein level","Guanine nucleotide exchange factor VAV2",1,0.999,6,25,25,25,1,3,3,6,7,5,1,3,3,6,7,5,1,3,3,6,7,5,6778836,8100997,13162262,6841462.5,13743558,13506291,"",FALSE,0,-0.370289696128483,0.167631161507702,-0.10132926731039,0.522232525046054,0.404508205858516,FALSE,FALSE
"P52758",23.4642348754235,23.8209550802581,23.6462019411969,23.3487916281493,23.1872418112931,23.3482990242993,"sp|P52758|RIDA_HUMAN","P52758","RIDA_HUMAN","RIDA",137,"Homo sapiens","1:Experimental evidence at protein level","2-iminobutanoate/2-iminopropanoate deaminase",1,0.999,4,45,45,45,7,8,9,7,7,7,7,8,9,7,7,7,7,8,9,7,7,7,27364310,35846040,29501224,24198552,22229078,24716420,"",FALSE,0,0.099904275954515,0.598135346136722,0.349019811045618,0.038280037887184,0.0126800016447461,FALSE,FALSE
"P52788",26.0171218862093,26.0221044703273,25.8614277242536,25.8831585087848,25.9567745881929,25.7759321257423,"sp|P52788|SPSY_HUMAN","P52788","SPSY_HUMAN","SMS",366,"Homo sapiens","1:Experimental evidence at protein level","Spermine synthase",1,0.999,17,275,275,275,50,40,41,46,51,47,50,40,41,46,51,47,50,40,41,46,51,47,352177700,400189820,391899400,319847420,365637980,332883200,"",FALSE,0,-0.0993163921105594,0.289175630824097,0.094929619356769,0.402533403825081,0.287414117943808,FALSE,FALSE
"P52789",24.2002168958979,24.3383224981585,24.1418932155775,24.351238241283,24.4608716765255,24.2611726968229,"sp|P52789|HXK2_HUMAN","P52789","HXK2_HUMAN","HK2",917,"Homo sapiens","1:Experimental evidence at protein level","Hexokinase-2",1,0.999,32,204,204,250,29,31,33,34,45,32,29,31,33,34,45,32,37,40,38,45,51,39,109788000,125394580,109858040,124776090,172632910,178032590,"",FALSE,0,-0.334322759584653,0.0724227562529209,-0.130950001665866,0.274630955248301,0.17272287365257,FALSE,FALSE
"P52815",25.81303301795,26.3560208320141,25.8128329173817,25.2281472607681,25.0942378355869,25.14023455452,"sp|P52815|RM12_HUMAN","P52815","RM12_HUMAN","MRPL12",198,"Homo sapiens","1:Experimental evidence at protein level","Large ribosomal subunit protein bL12m",1,0.999,8,143,143,143,24,28,22,25,24,20,24,28,22,25,24,20,24,28,22,25,24,20,240686290,348988540,233726600,163017040,146999260,154163330,"",FALSE,0,0.485210433613476,1.19430097736701,0.839755705490244,0.00688705704246056,0.000758552629540367,FALSE,FALSE
"P52888",25.1907055948753,25.1810123933797,25.339686996588,25.2334444335081,25.2111477287632,25.1822805289608,"sp|P52888|THOP1_HUMAN","P52888","THOP1_HUMAN","THOP1",689,"Homo sapiens","1:Experimental evidence at protein level","Thimet oligopeptidase",1,0.999,17,125,125,125,15,18,23,21,26,22,15,18,23,21,26,22,15,18,23,21,26,22,106847350,97126856,111866030,103394216,114010770,98544760,"",FALSE,0,-0.143666227583265,0.20002108999054,0.0281774312036376,0.789928982173724,0.711108369448647,FALSE,FALSE
"P52907",26.2655165801926,26.1860239896716,26.1500095556927,26.2134383378789,26.1556201145531,26.0649374841443,"sp|P52907|CAZA1_HUMAN","P52907","CAZA1_HUMAN","CAPZA1",286,"Homo sapiens","1:Experimental evidence at protein level","F-actin-capping protein subunit alpha-1",1,0.999,17,284,258,284,45,44,46,48,49,52,41,39,42,43,45,48,45,44,46,48,49,52,384803870,386571550,407371400,389123420,384293570,341900000,"",FALSE,0,-0.117547559347752,0.229250352001532,0.0558513963268901,0.588030696859035,0.473085765112053,FALSE,FALSE
"P52926",25.9708146348102,24.9148989540336,25.4870224103182,24.99055464561,24.7948073015343,25.0448890109591,"sp|P52926|HMGA2_HUMAN","P52926","HMGA2_HUMAN","HMGA2",109,"Homo sapiens","1:Experimental evidence at protein level","High mobility group protein HMGI-C",1,0.999,3,66,66,66,14,12,7,13,14,6,14,12,7,13,14,6,14,12,7,13,14,6,83347570,41473590,74509790,33769876,34133240,52121348,"",FALSE,0,-0.0542914937106489,1.08261485441639,0.514161680352871,0.137911646126953,0.0699362873716284,FALSE,FALSE
"P52943",25.5450172413174,25.315174167715,25.5458458345087,26.4125211023383,26.2907762596773,26.2230601491293,"sp|P52943|CRIP2_HUMAN","P52943","CRIP2_HUMAN","CRIP2",208,"Homo sapiens","1:Experimental evidence at protein level","Cysteine-rich protein 2",1,0.999,8,148,148,148,17,15,12,35,39,30,17,15,12,35,39,30,17,15,12,35,39,30,129001450,125828770,143472420,263037170,240978560,244104430,"",FALSE,0,-1.05965179859276,-0.620561713143124,-0.840106755867943,0.00165437941070098,3.53929153738123e-05,FALSE,FALSE
"P52948",23.6720587228028,23.6294069840592,23.7763577267873,23.477703308136,23.4839841298091,23.5787452505828,"sp|P52948|NUP98_HUMAN","P52948","NUP98_HUMAN","NUP98",1817,"Homo sapiens","1:Experimental evidence at protein level","Nuclear pore complex protein Nup98-Nup96",1,0.999,35,197,197,197,35,27,34,37,31,33,35,27,34,37,31,33,35,27,34,37,31,33,124259020,97491256,148461390,115836070,106904690,129017384,"",FALSE,0,0.00624933241802422,0.35201116432963,0.179130248373827,0.097749852527599,0.0440513921014507,FALSE,FALSE
"P53004",22.8454135749624,22.9892222774917,22.9858381160662,23.5215085479879,23.415469583974,23.4398932629319,"sp|P53004|BIEA_HUMAN","P53004","BIEA_HUMAN","BLVRA",296,"Homo sapiens","1:Experimental evidence at protein level","Biliverdin reductase A",1,0.999,9,60,60,60,4,7,8,14,14,13,4,7,8,14,14,13,4,7,8,14,14,13,23330900,27150386,32439618,48838304,45467908,42468948,"",FALSE,0,-0.694309004820601,-0.343289279428392,-0.518799142124497,0.0035927254406342,0.000191977695301064,FALSE,FALSE
"P53007",26.1166812680964,26.5521052763163,25.6421093298571,25.7091405685854,25.8745175536715,25.6602020289907,"sp|P53007|TXTP_HUMAN","P53007","TXTP_HUMAN","SLC25A1",311,"Homo sapiens","1:Experimental evidence at protein level","Tricarboxylate transport protein, mitochondrial",1,0.999,13,178,178,178,22,34,30,29,30,33,22,34,30,29,30,33,22,34,30,29,30,33,216868960,310027000,164428720,170612400,168196980,160489680,"",FALSE,0,-0.139039744349923,0.85039689303153,0.355678574340804,0.226135183799312,0.133658963597849,FALSE,FALSE
"P53041",23.9642290978086,23.9478201701291,23.9907877225186,24.1257424768862,24.1899806070265,24.1575918034184,"sp|P53041|PPP5_HUMAN","P53041","PPP5_HUMAN","PPP5C",499,"Homo sapiens","1:Experimental evidence at protein level","Serine/threonine-protein phosphatase 5",1,0.999,14,107,107,107,15,16,12,21,19,24,15,16,12,21,19,24,15,16,12,21,19,24,72535010,73728136,82865890,81436880,104374856,99809050,"",FALSE,0,-0.339585697245377,-0.0407329006711364,-0.190159298958257,0.0522757181974721,0.01948225375571,FALSE,FALSE
"P53350",22.5383027419111,22.641113198489,22.4868827607601,21.9732173138091,22.3938436900589,22.1528522142322,"sp|P53350|PLK1_HUMAN","P53350","PLK1_HUMAN","PLK1",603,"Homo sapiens","1:Experimental evidence at protein level","Serine/threonine-protein kinase PLK1",1,0.999,3,9,9,9,0,1,3,2,2,1,0,1,3,2,2,1,0,1,3,2,2,1,12126887,6444916,11808034,8283038,11736339,11305643,"",FALSE,0,0.112915300013287,0.651341688693418,0.382128494353353,0.0365428762356198,0.011935214212179,FALSE,FALSE
"P53365",22.133077286953,21.8921568232826,21.8071823394297,22.0848263879094,22.0813156888289,22.2299639796133,"sp|P53365|ARFP2_HUMAN","P53365","ARFP2_HUMAN","ARFIP2",341,"Homo sapiens","1:Experimental evidence at protein level","Arfaptin-2",1,0.999,8,28,28,28,4,1,1,9,9,4,4,1,1,9,9,4,4,1,1,9,9,4,9940493,7835084,7988029,24402240,20529388,22827426,"",FALSE,0,-0.427172852319697,0.0513797811955468,-0.187896535562075,0.18802260018115,0.106201651416889,FALSE,FALSE
"P53367",24.1208861591061,24.1337422424283,24.2328433542176,24.6075065261134,24.584536379443,24.4755152554437,"sp|P53367|ARFP1_HUMAN","P53367","ARFP1_HUMAN","ARFIP1",373,"Homo sapiens","1:Experimental evidence at protein level","Arfaptin-1",1,0.999,14,142,142,142,21,17,23,22,30,29,21,17,23,22,30,29,21,17,23,22,30,29,90632440,95651310,78381270,111853070,106978216,139366900,"",FALSE,0,-0.565669887014157,-0.221054383151308,-0.393362135082732,0.00777079451184434,0.000944867598768423,FALSE,FALSE
"P53384",22.4233925549802,22.2546381056705,22.3744616528792,22.5983151645473,22.445713685139,22.2404903123593,"sp|P53384|NUBP1_HUMAN","P53384","NUBP1_HUMAN","NUBP1",320,"Homo sapiens","1:Experimental evidence at protein level","Cytosolic Fe-S cluster assembly factor NUBP1",1,0.999,6,50,50,50,8,7,7,9,9,10,8,7,7,9,9,10,8,7,7,9,9,10,19861800,19122798,18739284,21909716,19602982,18238716,"",FALSE,0,-0.324999482622818,0.170314916945688,-0.0773422828385648,0.59940524798462,0.486177292343942,FALSE,FALSE
"P53396",26.728428187792,26.6898125747026,26.6210666458986,26.5635010864804,26.5912726832907,26.5125212726874,"sp|P53396|ACLY_HUMAN","P53396","ACLY_HUMAN","ACLY",1101,"Homo sapiens","1:Experimental evidence at protein level","ATP-citrate synthase",1,0.999,58,989,989,989,170,157,165,176,164,157,170,157,165,176,164,157,170,157,165,176,164,157,1345623800,1370059800,1203078300,1180229100,1101267300,1094790100,"",FALSE,0,-0.0354861836756226,0.283494427632107,0.124004121978242,0.191865693685403,0.109114459385974,FALSE,FALSE
"P53582",25.63623174831,25.5409467956765,25.6349683224374,25.6924037282268,25.7883694548622,25.6250331126047,"sp|P53582|MAP11_HUMAN","P53582","MAP11_HUMAN","METAP1",386,"Homo sapiens","1:Experimental evidence at protein level","Methionine aminopeptidase 1",1,0.999,16,233,233,233,35,31,39,44,45,39,35,31,39,44,45,39,35,31,39,44,45,39,237355820,237869230,253372750,273506300,300945470,266415550,"",FALSE,0,-0.273122541635431,0.0773495887889127,-0.097886476423259,0.340228992332475,0.229478333432536,FALSE,FALSE
"P53597",25.6121183155945,25.8329635846565,25.5988733947432,25.3430382037227,25.2602210954404,25.263990226684,"sp|P53597|SUCA_HUMAN","P53597","SUCA_HUMAN","SUCLG1",346,"Homo sapiens","1:Experimental evidence at protein level","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",1,0.999,14,201,201,201,31,40,36,32,35,27,31,40,36,32,35,27,31,40,36,32,35,27,234772130,282870980,281557300,214723250,172286420,176788750,"",FALSE,0,0.19062493160871,0.593845581156031,0.392235256382371,0.012856031652944,0.00236932317267998,FALSE,FALSE
"P53602",24.9940656751172,25.003154665831,24.8605961756437,24.5210056156181,24.4280082927302,24.6119740614159,"sp|P53602|MVD1_HUMAN","P53602","MVD1_HUMAN","MVD",400,"Homo sapiens","1:Experimental evidence at protein level","Diphosphomevalonate decarboxylase",1,0.999,18,196,196,196,38,36,37,27,28,30,38,36,37,27,28,30,38,36,37,27,28,30,195254560,175599630,242507970,140054100,115784600,131716170,"",FALSE,0,0.242773114784664,0.621779249767156,0.43227618227591,0.00777749609987966,0.00094929546439011,FALSE,FALSE
"P53618",26.4173955600539,26.268474074547,26.3808020814739,26.6262980232533,26.5692855995459,26.5505502623287,"sp|P53618|COPB_HUMAN","P53618","COPB_HUMAN","COPB1",953,"Homo sapiens","1:Experimental evidence at protein level","Coatomer subunit beta",1,0.999,39,436,436,436,70,57,67,75,85,82,70,57,67,75,85,82,70,57,67,75,85,82,434262370,417834370,1016335000,538824100,898382200,584124600,"",FALSE,0,-0.395369244965017,-0.0576055344037133,-0.226487389684365,0.0444055868852119,0.0154717393782172,FALSE,FALSE
"P53621",25.8777277582395,25.7770079368742,25.8230801090289,26.0501430056166,26.0038000211837,25.9007629065697,"sp|P53621|COPA_HUMAN","P53621","COPA_HUMAN","COPA",1224,"Homo sapiens","1:Experimental evidence at protein level","Coatomer subunit alpha",1,0.999,69,878,878,878,146,134,124,162,165,147,146,134,124,162,165,147,146,134,124,162,165,147,907544640,866960260,886532200,1037678500,1038266200,923324800,"",FALSE,0,-0.330271000126557,0.012344247308241,-0.158963376409158,0.128946090546187,0.0644027366086734,FALSE,FALSE
"P53634",27.8290542443124,27.9173780097537,27.7331171479893,28.4443626705519,28.5567299609913,28.4084533463257,"sp|P53634|CATC_HUMAN","P53634","CATC_HUMAN","CTSC",463,"Homo sapiens","1:Experimental evidence at protein level","Dipeptidyl peptidase 1",1,0.999,21,684,684,684,95,102,86,137,132,132,95,102,86,137,132,132,95,102,86,137,132,132,1075283600,1186780900,1053755460,1663244200,1602484400,1566460000,"",FALSE,0,-0.831879299993341,-0.454785083882305,-0.643332191937823,0.00239507514443482,7.57439249603161e-05,FALSE,FALSE
"P53680",24.0620225792835,24.0083215841128,23.9534921414532,24.2190582996118,24.0296122780432,24.053389498832,"sp|P53680|AP2S1_HUMAN","P53680","AP2S1_HUMAN","AP2S1",142,"Homo sapiens","1:Experimental evidence at protein level","AP-2 complex subunit sigma",1,0.999,4,52,52,52,8,8,10,10,6,10,8,8,10,10,6,10,8,8,10,10,6,10,32095440,31998386,30874816,34437812,31557480,32392728,"",FALSE,0,-0.278891135546421,0.0934086211214384,-0.0927412572124915,0.393140809357677,0.278885601403674,FALSE,FALSE
"P53701",23.5692641274694,24.0143556199144,23.6894304053257,23.4293923103639,23.1863582033923,23.2487514913729,"sp|P53701|CCHL_HUMAN","P53701","CCHL_HUMAN","HCCS",268,"Homo sapiens","1:Experimental evidence at protein level","Holocytochrome c-type synthase",1,0.999,10,52,52,52,12,13,4,9,7,7,12,13,4,9,7,7,12,13,4,9,7,7,37944292,56418400,42442170,35267196,24179604,25181608,"",FALSE,0,0.167749672093162,0.77128242629372,0.469516049193441,0.0268243838453114,0.0076787358335815,FALSE,FALSE
"P53985",24.3506790381531,23.9784984654546,24.0129782503283,24.1038963810472,23.9435748933532,23.9273275811747,"sp|P53985|MOT1_HUMAN","P53985","MOT1_HUMAN","SLC16A1",500,"Homo sapiens","1:Experimental evidence at protein level","Monocarboxylate transporter 1",1,0.999,4,61,61,61,11,9,9,10,12,10,11,9,9,10,12,10,11,9,9,10,12,10,39907988,37891376,33109268,35621790,25905870,29648736,"",FALSE,0,-0.148840868237484,0.393745467144766,0.122452299453641,0.439652899975697,0.323027416966876,FALSE,FALSE
"P53990",23.4622839592693,23.1802394107056,23.3861200934994,23.7254112989714,23.6313543764863,23.7284030155768,"sp|P53990|IST1_HUMAN","P53990","IST1_HUMAN","IST1",364,"Homo sapiens","1:Experimental evidence at protein level","IST1 homolog",1,0.999,10,78,78,78,9,10,10,21,13,15,9,10,10,21,13,15,9,10,10,21,13,15,50940110,40554684,51006320,65311908,55256050,65503920,"",FALSE,0,-0.565708279353537,-0.138641872353218,-0.352175075853378,0.0219514123746191,0.0057272359985034,FALSE,FALSE
"P53992",23.8583886668751,23.8688941272126,23.8797720603323,24.1676236441821,24.1482282996918,24.2072814406671,"sp|P53992|SC24C_HUMAN","P53992","SC24C_HUMAN","SEC24C",1094,"Homo sapiens","1:Experimental evidence at protein level","Protein transport protein Sec24C",1,0.999,27,281,267,281,43,43,32,57,55,51,41,41,30,55,52,48,43,43,32,57,55,51,160597970,169231230,143170480,196801180,194881400,173709860,"",FALSE,0,-0.453135153856877,-0.157583866223852,-0.305359510040365,0.0105732791033442,0.00168720538734136,FALSE,FALSE
"P53999",27.4580388564596,27.2574130396171,27.2423005785542,27.3150090058955,27.3272150314127,27.3846434280658,"sp|P53999|TCP4_HUMAN","P53999","TCP4_HUMAN","SUB1",127,"Homo sapiens","1:Experimental evidence at protein level","Activated RNA polymerase II transcriptional coactivator p15",1,0.999,10,259,259,259,45,44,40,43,43,44,45,44,40,43,43,44,45,44,40,43,43,44,646460700,531329200,568095500,551327300,605715400,585854340,"",FALSE,0,-0.215357641626826,0.16928098113136,-0.0230383302477328,0.84695625900666,0.786228479257818,FALSE,FALSE
"P54105",25.1155246573927,25.1225611986727,25.3264223549145,25.2331319269423,25.3947397864806,25.4866343523929,"sp|P54105|ICLN_HUMAN","P54105","ICLN_HUMAN","CLNS1A",237,"Homo sapiens","1:Experimental evidence at protein level","Methylosome subunit pICln",1,0.999,8,133,133,133,19,19,25,24,24,22,19,19,25,24,24,22,19,19,25,24,24,22,96616750,87333420,99384370,100069880,115388550,117490160,"",FALSE,0,-0.411813198618831,0.0451479620615353,-0.183332618278648,0.180319078367738,0.100040710054075,FALSE,FALSE
"P54136",25.2791696005099,25.292925252838,25.388562072794,25.4201171259502,25.5066342773271,25.4244419634346,"sp|P54136|SYRC_HUMAN","P54136","SYRC_HUMAN","RARS1",660,"Homo sapiens","1:Experimental evidence at protein level","Arginine--tRNA ligase, cytoplasmic",1,0.999,45,657,657,657,113,106,90,127,113,108,113,106,90,127,113,108,113,106,90,127,113,108,607156860,609829250,677191360,651625700,699574460,652292860,"",FALSE,0,-0.294000946951656,0.0336433199049902,-0.130178813523333,0.183470093512365,0.102789269947631,FALSE,FALSE
"P54577",24.6567365687223,24.5553250715517,24.6408487267198,24.561586054654,24.6703969223999,24.6083125840759,"sp|P54577|SYYC_HUMAN","P54577","SYYC_HUMAN","YARS1",528,"Homo sapiens","1:Experimental evidence at protein level","Tyrosine--tRNA ligase, cytoplasmic",1,0.999,41,455,455,455,70,71,76,78,82,78,70,71,76,78,82,78,70,71,76,78,82,78,384142180,338291140,351116350,357218050,368020450,366183200,"",FALSE,0,-0.159703649017447,0.168113519593428,0.00420493528799071,0.97049806419976,0.953564619240986,FALSE,FALSE
"P54578",24.9023430020744,24.8368621797572,24.9643071085287,25.0064721304707,24.9527575075252,25.003133901235,"sp|P54578|UBP14_HUMAN","P54578","UBP14_HUMAN","USP14",494,"Homo sapiens","1:Experimental evidence at protein level","Ubiquitin carboxyl-terminal hydrolase 14",1,0.999,31,342,342,342,54,53,51,62,62,60,54,53,51,62,62,60,54,53,51,62,62,60,331150720,296487840,331932830,345144830,336529020,337473600,"",FALSE,0,-0.247093342804432,0.0745258435572879,-0.086283749623572,0.361021558226595,0.24656784363154,FALSE,FALSE
"P54619",23.8123869966218,23.9768181717416,23.8382801634637,24.150776284083,24.1026656849661,23.8957108023166,"sp|P54619|AAKG1_HUMAN","P54619","AAKG1_HUMAN","PRKAG1",331,"Homo sapiens","1:Experimental evidence at protein level","5'-AMP-activated protein kinase subunit gamma-1",1,0.999,7,41,36,41,6,3,5,10,7,10,5,3,5,8,7,8,6,3,5,10,7,10,31736282,28343220,25685746,18286394,35971624,36002684,"",FALSE,0,-0.391789355836474,0.0440110628106838,-0.173889146512895,0.182022797712886,0.101581425004983,FALSE,FALSE
"P54652",21.9935640053424,21.7295895453603,22.0379237571939,22.2921917210784,22.2875101908329,21.9763872157382,"sp|P54652|HSP72_HUMAN","P54652","HSP72_HUMAN","HSPA2",639,"Homo sapiens","1:Experimental evidence at protein level","Heat shock-related 70 kDa protein 2",1,0.999,18,35,35,647,5,4,7,8,4,7,5,4,7,8,4,7,108,99,107,116,102,115,7305481,8606291,11851212,8960405,8857220,10413020,"",FALSE,0,-0.552225396169797,0.0222175163345366,-0.26500393991763,0.130726296857946,0.0656126260947322,FALSE,FALSE
"P54709",25.3745720933039,25.7353690560641,25.3689559921021,24.4018616458623,24.3081070682027,24.3660560230855,"sp|P54709|AT1B3_HUMAN","P54709","AT1B3_HUMAN","ATP1B3",279,"Homo sapiens","1:Experimental evidence at protein level","Sodium/potassium-transporting ATPase subunit beta-3",1,0.999,11,112,112,112,20,29,23,11,13,16,20,29,23,11,13,16,20,29,23,11,13,16,157619100,204958430,167567870,83499210,67677976,77653520,"",FALSE,0,0.873531160178355,1.39505044270135,1.13429080143985,0.00107729965995865,1.48913075931912e-05,TRUE,TRUE
"P54725",22.113060134006,22.1722675660487,22.1778136790741,22.0980285478967,22.486998113739,22.6271733811927,"sp|P54725|RD23A_HUMAN","P54725","RD23A_HUMAN","RAD23A",363,"Homo sapiens","1:Experimental evidence at protein level","Lysine-specific demethylase RAD23A",1,0.999,4,21,21,21,4,4,0,4,4,5,4,4,0,4,4,5,4,4,0,4,4,5,9929941,8786936,4636047,8764316,10209958,6390523,"",FALSE,0,-0.563849502432557,0.0644770599661759,-0.249686221233191,0.183470093512365,0.102742405844298,FALSE,FALSE
"P54727",24.479914437016,24.410338124096,24.4454227221709,24.635873854917,24.5179415765017,24.7005742287621,"sp|P54727|RD23B_HUMAN","P54727","RD23B_HUMAN","RAD23B",409,"Homo sapiens","1:Experimental evidence at protein level","Lysine-specific demethylase RAD23B",1,0.999,13,215,215,215,37,38,32,33,35,40,37,38,32,33,35,40,37,38,32,33,35,40,233921940,217601330,205996900,252094100,226929490,257346000,"",FALSE,0,-0.348316424178285,0.00250683957968681,-0.172904792299299,0.111399510266358,0.0525715791360594,FALSE,FALSE
"P54802",24.3718753956028,24.4872209397593,24.2422536156996,24.3930710668048,24.5265103429934,24.503051348639,"sp|P54802|ANAG_HUMAN","P54802","ANAG_HUMAN","NAGLU",743,"Homo sapiens","1:Experimental evidence at protein level","Alpha-N-acetylglucosaminidase",1,0.999,15,87,87,87,16,14,9,18,16,14,16,14,9,18,16,14,16,14,9,18,16,14,49777396,52900988,84370056,69915176,69014590,76208220,"",FALSE,0,-0.310256957307414,0.096068419057067,-0.107094269125174,0.368831185661008,0.254199901131687,FALSE,FALSE
"P54819",26.5913157760491,26.909405654808,26.4483809822493,26.2632460221308,26.3603382501591,26.2383599456913,"sp|P54819|KAD2_HUMAN","P54819","KAD2_HUMAN","AK2",239,"Homo sapiens","1:Experimental evidence at protein level","Adenylate kinase 2, mitochondrial",1,0.999,24,435,435,435,69,85,71,73,72,65,69,85,71,73,72,65,69,85,71,73,72,65,765572030,964761860,663055100,614344900,627999300,534732580,"",FALSE,0,0.0764067053997672,0.648365424683734,0.362386065041751,0.0530506250730159,0.0198433635769296,FALSE,FALSE
"P54886",24.5853536508943,25.0854721350023,24.6809313123461,24.1370139467967,24.2348438839474,24.1969158942754,"sp|P54886|P5CS_HUMAN","P54886","P5CS_HUMAN","ALDH18A1",795,"Homo sapiens","1:Experimental evidence at protein level","Delta-1-pyrroline-5-carboxylate synthase",1,0.999,28,369,369,369,76,76,66,56,48,47,76,76,66,56,48,47,76,76,66,56,48,47,228617820,345549280,264010910,179253660,175117680,165324960,"",FALSE,0,0.285938776419399,0.902716805729349,0.594327791074374,0.0132922550278267,0.00249694503571796,FALSE,FALSE
"P54920",24.5475167152531,24.8007299000932,24.7091813326637,24.7739114697953,24.8878495099155,24.8985798001314,"sp|P54920|SNAA_HUMAN","P54920","SNAA_HUMAN","NAPA",295,"Homo sapiens","1:Experimental evidence at protein level","Alpha-soluble NSF attachment protein",1,0.999,23,299,272,299,50,49,37,52,56,55,47,44,34,47,52,48,50,49,37,52,56,55,189781620,233218340,188860030,234886860,248559840,262603420,"",FALSE,0,-0.373583983393767,0.0383087621722665,-0.16763761061075,0.174968527433099,0.0960705055207909,FALSE,FALSE
